audio_source,audio_path,sampling_rate,transcript,toxicity,split,toxic_spans_text,BIO_Tag,start_sec,end_sec,duration,__row_id,pseudo_speaker_id,duration_recomputed
vitosa,vitosa_train_4557.wav,16000,rồi thêm mấy thằng mấy nhỏ đàn bà tao đã không nói rồi mà thằng đàn ông mà mặc váy là thôi trời ơi mắc cỡ chết đập vô cái lồn á,1,train,[],[],,,7.1794375,9967,,7.1794375
fosd,fosd_20203.wav,16000,"Tôi đau lắm , buồn lắm , nhưng tôi vẫn phải cố gắng hơn .",0,external_non_toxic,[],[],,,3.984,9968,SPEAKER_03858,3.984
fosd,fosd_7334.wav,16000,cái này thế nào thưa ông,0,external_non_toxic,[],[],,,1.8,9969,SPEAKER_02440,1.8
retrieval,w_Fr7m0rntQ_39.wav,16000,,0,train,[],[],,,8.54,9970,SPEAKER_00035,8.54
common_voice,cv_3786.wav,16000,Mơ màng như thật mà không biết đâu mà lần cả,0,validation,[],[],,,5.436,9971,SPEAKER_00082,5.436
vitosa,vitosa_train_5988.wav,16000,súc vật học,1,train,[],[],,,3.805,9972,,3.805
common_voice,cv_4045.wav,16000,"Trăng quầng thì hạn, trăng tán thì mưa.",0,validation,[],[],,,5.76,9973,SPEAKER_00212,5.76
vitosa,vitosa_train_7970.wav,16000,có vlog không hả không log lũng cái đéo gì chắc chắn là đéo có rồi nói với các ông từ đầu rồi là tết là tết địt mẹ tết lại còn mang máy,1,train,[],[],,,8.653,9974,,8.653
vitosa,vitosa_train_617.wav,16000,code của ngày hôm nay là đừng bao giờ tin người ba tàu,1,train,[],[],,,5.238625,9975,,5.238625
common_voice,cv_830.wav,16000,Mong anh chị hãy giúp chúng tôi,0,validation,[],[],,,3.48,9976,SPEAKER_03707,3.48
fosd,fosd_2877.wav,16000,anh ấy có nói tôi rằng ấy đi đến rạp chiếu phim,0,external_non_toxic,[],[],,,3.144,9977,SPEAKER_01321,3.144
vitosa,vitosa_test_1984.wav,16000,cảm ơn em không có nhục tầm này mà nhục cái con cặc,1,test,['con cặc'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T']",,,5.7776875,9978,,5.7776875
vitosa,vitosa_train_7829.wav,16000,suy nghĩ trong đầu một cái con nào đó địt mẹ mày chơi dới cái con Soraka cho anh chơi cái Soraka cho anh ba địt con mẹ mày chứ cái game mà cái game một á để mở cái game một lên cho mấy đứa coi,1,train,[],[],,,10.029,9979,,10.029
vitosa,vitosa_validation_1636.wav,16000,đánh chuột phải địt mẹ mày địt mẹ mày chuột phải lồn mẹ mày chuột phải địt mẹ mày chuột phải địt cụ tổ dòng họ mày địt mẹ mày,1,validation,[],[],,,9.310625,9980,,9.310625
fosd,fosd_15372.wav,16000,"Khi chia tay , tôi hẹn buổi tối sẽ đến đón em .",0,train,[],[],,,5.664,9981,SPEAKER_00031,5.664
vitosa,vitosa_train_3970.wav,16000,má địt với mấy thằng lồn này muốn ỉa tới nơi luôn á nó nó nó địt giống như mà địt mẹ mày thầy tưởng tượng cục cứt nó muốn trào ra lỗ đít nó luôn dậy á,1,train,[],[],,,8.4719375,9982,,8.4719375
vitosa,vitosa_train_6191.wav,16000,chết mẹ nhà mày mày cút mẹ mày đi chỗ khác ngay,1,train,[],[],,,4.7423125,9983,,4.7423125
vitosa,vitosa_test_622.wav,16000,cái kết quả để biết được xem là cái hồ sơ của mình gửi để hiện tại như thế nào thì những tính năng như vậy vẫn đang còn khá là hạn chế theo thông tin từ ủy ban quốc gia dự chuyển đổi số tính đến tháng bảy năm.,0,test,[],[],,,10.865375,9984,,10.865375
retrieval,R6g946lCMPs_86.wav,16000,,0,train,[],[],,,7.932,9985,SPEAKER_00035,7.932
vitosa,vitosa_validation_2136.wav,16000,trung chó điên địt mẹ mày chính xác cái tên trung chó điên trung chó điên,1,validation,[],[],,,6.245625,9986,,6.245625
vitosa,vitosa_test_1387.wav,16000,là nói chuyện rồi phỏng vấn mọi người nhưng mà bản thân thì minh cũng di chuyển từ việc là mình làm nhà báo sang mình tìm những kẻ.,0,test,[],[],,,7.0,9987,,7.0
fosd,fosd_24511.wav,16000,"Đà Nẵng đến Bình Thuận , mây thay đổi , ngày nắng , đêm không mưa .",0,train,[],[],,,4.632,9988,SPEAKER_00026,4.632
vitosa,vitosa_train_2786.wav,16000,này thomas hai nguyên là là sinh vật bậc thấp hay sao mà không hiểu tiếng người à có mỗi câu tiếng bịp nam định tôi bịp gì nhà anh,1,train,[],[],,,8.13825,9989,,8.13825
fosd,fosd_25600.wav,16000,"Sau phần lễ , đội săn sẽ vào rừng sâu tìm voi .",0,train,[],[],,,4.944,9990,SPEAKER_01985,4.944
vitosa,vitosa_train_1533.wav,16000,này thì hư này ai là con đĩ của anh hả nói đi ai là con đĩ của anh em có dám hư nữa không hả gọi anh là daddy đi,1,train,[],[],,,14.5251875,9991,,14.5251875
fosd,fosd_15583.wav,16000,"Và khi ở bên cạnh những người như thế , họ thấy mình có ý nghĩa và cần thiết .",0,train,[],[],,,4.704,9992,SPEAKER_00031,4.704
fosd,fosd_108.wav,16000,bắt đầu đếm,0,external_non_toxic,[],[],,,1.368,9993,SPEAKER_02955,1.368
vitosa,vitosa_train_3472.wav,16000,các bạn tuổi gì tuổi lồn tuổi gì cơ,1,train,[],[],,,3.7148125,9994,,3.7148125
fosd,fosd_2892.wav,16000,mời bạn đọc đón mua để thưởng thức được toàn bộ nội dung của ấn phẩm này,0,train,[],[],,,5.376,9995,SPEAKER_04082,5.376
fosd,fosd_10389.wav,16000,bảo hiểm một rủi ro,0,external_non_toxic,[],[],,,1.56,9996,SPEAKER_03867,1.56
vitosa,vitosa_validation_2137.wav,16000,mà lỡ gặp địt mẹ ở ngoài net mà nói thế chắc là địt mẹ các anh đó tao đấm cho mày vỡ balo các thứ các thứ ngay địt mẹ sợ lắm cầm ống hút hút hút,1,validation,[],[],,,9.8713125,9997,,9.8713125
fosd,fosd_1136.wav,16000,ông đã tăng cường khả năng tiếng anh hoàn hảo của mình trong thời gian hoạt động ngoại giao tại đây và sau đó ở -N,0,train,[],[],,,7.776,9998,SPEAKER_02127,7.776
retrieval,3bbPKJQL5Pc_17.wav,16000,,0,train,[],[],,,8.924,9999,SPEAKER_00916,8.924
vitosa,vitosa_train_2284.wav,16000,trời ơi làm như có mình mày nói được dậy á nè lồn nè,1,train,[],[],,,4.83125,10000,,4.83125
vitosa,vitosa_validation_140.wav,16000,chuyến này là địt mẹ mày thầy dô thầy dô một cái là FFQ chỉ còn là một cái tên thôi đó FFQ chỉ còn là một cái tên thôi đi luôn,1,validation,[],[],,,6.709,10001,,6.709
vitosa,vitosa_train_7848.wav,16000,con cặc nè đụ má thang bằng thang cốt quay ha cái gì quay nói chuyện hả đúng,1,train,[],[],,,9.60925,10002,,9.60925
retrieval,7kB_BvGGN6s_42.wav,16000,,0,train,[],[],,,7.548,10003,SPEAKER_00035,7.548
fosd,fosd_8673.wav,16000,tôi có thể nói chuyện với bác sĩ được không,0,external_non_toxic,[],[],,,2.592,10004,SPEAKER_03164,2.592
fosd,fosd_10820.wav,16000,ung thư thực vật hình thành thế nào,0,external_non_toxic,[],[],,,3.24,10005,SPEAKER_00145,3.24
common_voice,cv_2199.wav,16000,chúng ta đang chuẩn bị thi lên cấp cơ mà,0,validation,[],[],,,4.86,10006,SPEAKER_01238,4.86
common_voice,cv_1725.wav,16000,Hóa ra sự việc là như vậy,0,train,[],[],,,2.556,10007,SPEAKER_04955,2.556
fosd,fosd_18376.wav,16000,buổi trình chiếu kế tiếp bắt đầu lúc mấy giờ,0,validation,[],[],,,5.04,10008,SPEAKER_00075,5.04
fosd,fosd_14890.wav,16000,"Ai cũng có mục tiêu , ước mơ của riêng mình .",0,train,[],[],,,3.624,10009,SPEAKER_00031,3.624
vitosa,vitosa_validation_862.wav,16000,vô địch rồi địt con mẹ mày quá hạnh phúc tôi cũng hạnh phúc vãi lồn,1,validation,[],[],,,4.5333125,10010,,4.5333125
vitosa,vitosa_validation_754.wav,16000,hỏi á hỏi làm đéo gì ngu thì nhận ngu còn bày đặt lý do lý trấu,1,validation,[],[],,,6.884375,10011,,6.884375
fosd,fosd_2798.wav,16000,tôi sẽ rất biết ơn nếu anh đồng ý,0,external_non_toxic,[],[],,,2.448,10012,SPEAKER_00436,2.448
retrieval,0qYT7he8-hk_105.wav,16000,,0,train,[],[],346.21,354.59,8.38,10013,SPEAKER_00696,8.38
fosd,fosd_23766.wav,16000,"Còn bây giờ , tôi cho rằng mình không phải như vậy .",0,validation,[],[],,,3.216,10014,SPEAKER_00284,3.216
vitosa,vitosa_train_6791.wav,16000,địt mẹ thế lồn nào đéo đéo nó vừa đánh anh đúng không đúng rồi địt con mẹ nó bắn mình được anh để ý,1,train,[],[],,,9.112125,10015,,9.112125
vitosa,vitosa_train_1351.wav,16000,né con cặc rồi dô bắn hay,1,train,[],[],,,5.101,10016,,5.101
fosd,fosd_272.wav,16000,ti vi tăng tiếng đến sáu,0,external_non_toxic,[],[],,,2.16,10017,SPEAKER_01646,2.16
fosd,fosd_24479.wav,16000,"Trong những ngày đầu sau mổ , vết thương có thể thấm dịch màu hồng .",0,train,[],[],,,5.928,10018,SPEAKER_00026,5.928
retrieval,hVHuyezjsdg_68.wav,16000,,0,train,[],[],538.882,548.126,9.244,10019,SPEAKER_00035,9.244
vitosa,vitosa_train_4383.wav,16000,bdsm sục cặc chéo liếm đầu ti liếm lỗ đít vân vân điều này khiến tôi rất sướng mà ngất đi,1,train,[],[],,,6.597,10020,,6.597
common_voice,cv_1289.wav,16000,Tầm bậy,0,validation,[],[],,,2.268,10021,SPEAKER_03283,2.268
fosd,fosd_20231.wav,16000,"Tâm trạng của tôi là sững sờ , bàng hoàng và phẫn nộ .",0,external_non_toxic,[],[],,,3.504,10022,SPEAKER_00452,3.504
fosd,fosd_10973.wav,16000,có đau không,0,external_non_toxic,[],[],,,1.248,10023,SPEAKER_03012,1.248
fosd,fosd_13119.wav,16000,hộ chiếu,0,external_non_toxic,[],[],,,2.04,10024,SPEAKER_04191,2.04
fosd,fosd_11862.wav,16000,tổng thống pháp hẹn hò với siêu mẫu,0,train,[],[],,,4.488,10025,SPEAKER_00039,4.488
vitosa,vitosa_train_2228.wav,16000,cái lồn má nó bù luôn con quệ chứ lòi lồn rồi con bù hả,1,train,[],[],,,6.4575,10026,,6.4575
fosd,fosd_22864.wav,16000,tôi muốn một cuộc gọi mà người nhận trả tiền tới ông hashimoto,0,external_non_toxic,[],[],,,3.816,10027,SPEAKER_00493,3.816
vitosa,vitosa_train_4136.wav,16000,xin lại mười củ hay là năm củ xin con cặc địt mẹ mày im mồm vào mày im mẹ mồm mày thằng bốn trăm củ,1,train,[],[],,,8.61225,10028,,8.61225
common_voice,cv_1412.wav,16000,Đặt chiếc lọ thủy tinh có chứa kuman vẫn còn ở đó,0,validation,[],[],,,4.788,10029,SPEAKER_02499,4.788
vitosa,vitosa_train_4902.wav,16000,sẽ sẵn sàng bán con cặc của mình còn nếu không thì tôi sẽ không bao giờ làm như vậy,1,train,[],[],,,7.4851875,10030,,7.4851875
retrieval,ONBa0kwBjmQ_65.wav,16000,,0,train,[],[],,,6.46,10031,SPEAKER_00035,6.46
fosd,fosd_24289.wav,16000,"Thức trắng cả đêm , sáng ra trường quay , tôi hồi hợp và bỡ ngỡ rất nhiều .",0,external_non_toxic,[],[],,,4.128,10032,SPEAKER_01247,4.128
fosd,fosd_19732.wav,16000,"Hầu hết các lĩnh vực sản xuất , kinh doanh đều dần hồi phục .",0,validation,[],[],,,4.416,10033,SPEAKER_00355,4.416
vitosa,vitosa_validation_1177.wav,16000,lũ lơn nó vô ơn với những người ngã xuống nó bôi nhọ cả anh hùng liệt sĩ xong rồi nó xuyên tạc,1,validation,[],[],,,5.1080625,10034,,5.1080625
vitosa,vitosa_train_3755.wav,16000,cứt trâu cứt bò gì đấy mà mày lên mày mày chửi bậy mày mày sủa bậy nhiều đúng hông mày toàn ăn cứt súc vật đúng hông hả con chó thái ngọc nhiên kia,1,train,[],[],,,11.7298125,10035,,11.7298125
vitosa,vitosa_validation_2133.wav,16000,cái địt cái con mẹ nhà chúng mày nữa anh em này lên hết facebook mình livestream trên facebook anh em lên facebook nói chuyện địt cụ đít buồi cần chơi với bọn tiktok này địt mẹ mày,1,validation,[],[],,,11.5910625,10036,,11.5910625
fosd,fosd_24368.wav,16000,"Tôi vẫn đi diễn , đi theo những chuyến công tác từ thiện .",0,external_non_toxic,[],[],,,3.456,10037,SPEAKER_01729,3.456
vitosa,vitosa_validation_575.wav,16000,mà sướng cái lũ lợn chúng mày chỉ thích đô hộ thôi sao chúng mày nhục thế nhỉ,1,validation,[],[],,,5.6305,10038,,5.6305
fosd,fosd_10801.wav,16000,anh đang tìm ai,0,external_non_toxic,[],[],,,1.56,10039,SPEAKER_03222,1.56
vitosa,vitosa_train_7498.wav,16000,địt mẹ mồm nứng à mày nứng cặc lắm rồi hả đụ má cứu tôi,1,train,[],[],,,4.597,10040,,4.597
fosd,fosd_15255.wav,16000,"Thay vì tách nhỏ như trước , nhiều công ty nhắm đến phương án hợp nhất .",0,external_non_toxic,[],[],,,4.704,10041,SPEAKER_01212,4.704
vitosa,vitosa_train_1248.wav,16000,ông thầy đó xạo lồn để ý thầy sợ thầy nghiêm túc đó nghiêm túc nghiêm túc ui đau thế nhờ,1,train,[],[],,,7.5651875,10042,,7.5651875
vitosa,vitosa_train_7381.wav,16000,à à dây chuyên sonari thảo lồn nào không mất tí máu nào địt con mẹ hóa ra là dây chuyền,1,train,[],[],,,6.553,10043,,6.553
common_voice,cv_1344.wav,16000,Khi nào đó anh sẽ gặp em sau Cảm ơn em,0,train,[],[],,,4.536,10044,SPEAKER_05145,4.536
vitosa,vitosa_validation_1618.wav,16000,lại nước lồn với nước cặc hòa quyện hôm nay mình sẽ hướng dẫn các bạn cách bú lồn hiệu quả,1,validation,[],[],,,6.102375,10045,,6.102375
vitosa,vitosa_train_2435.wav,16000,đụ má bảnh ra trước mặt tao thanh niên gì mà kì vậy,1,train,[],[],,,5.225,10046,,5.225
vitosa,vitosa_train_1568.wav,16000,có cách nào giải quyết cái tình trạng này không đụ má chơi cái gì vậy chịu trận đi đụ giống em hồi nãy vậy á chịu trận đi anh ba,1,train,[],[],,,12.1854375,10047,,12.1854375
retrieval,0qYT7he8-hk_47.wav,16000,,0,train,[],[],2763.362,2769.63,6.268,10048,SPEAKER_00406,6.268
fosd,fosd_13409.wav,16000,người dân huyện đảo lý sơn,0,train,[],[],,,2.184,10049,SPEAKER_00218,2.184
fosd,fosd_25631.wav,16000,"Xong việc , quán mở cửa đón những vị khách mới .",0,train,[],[],,,3.024,10050,SPEAKER_01985,3.024
vitosa,vitosa_train_6675.wav,16000,đã bữa tao kiu chừng nào đi hãy lấy giờ một hai kiu đưa trước gòi xài hết mày làm như tao đi làm đĩ được hông bằng dậy á,1,train,[],[],,,6.1945625,10051,,6.1945625
vitosa,vitosa_train_3350.wav,16000,mồm bách đạt lớn hơn mồm zeros tui mồm tui xàm lồn dơ bẩn thì có nha nhưng mà tui chưa bao giờ đụng tới mấy cái chuyện nó chính trị nha anh em,1,train,[],[],,,10.2280625,10052,,10.2280625
vitosa,vitosa_train_1950.wav,16000,bọn bọn que que cam ý bọn que cam với bọn ba que là nó đang kích động nhân dân nhất là những nhân dân muốn có dây thừng,1,train,[],[],,,8.856625,10053,,8.856625
retrieval,yWzBn8fVY0Q_87.wav,16000,,0,train,[],[],1955.394,1963.55,8.156,10054,SPEAKER_00013,8.156
retrieval,hrS5Tdh0VTU_55.wav,16000,,0,train,[],[],,,4.22,10055,SPEAKER_00035,4.22
vitosa,vitosa_train_6101.wav,16000,luôn á cái địt mẹ mày đẻ mày dòng dòng máu lạc hồng mà đi đặt thằng trung quốc địt mẹ mày mày nhờn với tao đấy à,1,train,[],[],,,7.3763125,10056,,7.3763125
fosd,fosd_14051.wav,16000,đơn cử là cú đánh đầu cận thành ở những phút đầu trận hay sau đó là cú khía lòng tuyệt đẹp từ ngoài vòng cấm,0,train,[],[],,,7.728,10057,SPEAKER_00813,7.728
vitosa,vitosa_validation_1896.wav,16000,thầy đã nói với tụi em rồi chúng ta hãy sống địt con mẹ mày tốt hơn người khác hãy sống địt mẹ mày nghĩ cho người khác thì mọi thứ sẽ đến với mình thôi thầy lúc nào thầy cũng nghĩ cho tụi em,1,validation,[],[],,,10.4436875,10058,,10.4436875
fosd,fosd_17921.wav,16000,"Trên người Hậu có nhiều dấu vết xây xát , giống như dấu vết do trèo tường gây ra .",0,train,[],[],,,6.096,10059,SPEAKER_00209,6.096
fosd,fosd_3522.wav,16000,tôi không có em trai,0,external_non_toxic,[],[],,,1.536,10060,SPEAKER_04050,1.536
common_voice,cv_3133.wav,16000,nhưng cứ ngồi nghe,0,validation,[],[],,,2.916,10061,SPEAKER_02809,2.916
vitosa,vitosa_train_8486.wav,16000,tại dì sao ở trong miền Nam dù gì thì hồi nào giờ cũng nghe nhạc của miền Nam Diệt Nam nhưng mà cái đám cộng sản bắc cũ á nó tự ái mẹ,1,train,[],[],,,10.515375,10062,,10.515375
common_voice,cv_612.wav,16000,Tác phẩm,0,validation,[],[],,,2.376,10063,SPEAKER_03439,2.376
vitosa,vitosa_train_1130.wav,16000,này em ơi em không vuốt tóc xuống đây xem này ừm mày vuốt cứt vào đầu ấy,1,train,[],[],,,5.4215,10064,,5.4215
fosd,fosd_5962.wav,16000,lâu đài mở cửa lúc mấy giờ,0,external_non_toxic,[],[],,,2.208,10065,SPEAKER_00713,2.208
fosd,fosd_7112.wav,16000,nó có dừng ở đà nẵng không,0,external_non_toxic,[],[],,,1.872,10066,SPEAKER_05438,1.872
vitosa,vitosa_train_6995.wav,16000,sau đấy là bị người ta chửi nhiều quá xong rồi các bạn đấy post bài lên giải thích đấy là địt mẹ mày team này là team của các bạn ấy tự thành lập và tự nghĩ da,1,train,[],[],,,8.6345625,10067,,8.6345625
fosd,fosd_13572.wav,16000,đến uống thuốc bổ và -N đúng cách cũng -N tốt,0,external_non_toxic,[],[],,,3.12,10068,SPEAKER_04787,3.12
fosd,fosd_21080.wav,16000,"Hà Lan , Đức và Tây Ban Nha là những minh chứng .",0,train,[],[],,,4.08,10069,SPEAKER_00392,4.08
fosd,fosd_15542.wav,16000,"Thầy , sau khi nghe trò nói , nhại giọng miền Trung của trò .",0,train,[],[],,,3.864,10070,SPEAKER_00154,3.864
vitosa,vitosa_test_7.wav,16000,ê lui lui lui lui lui lui thằng lợn lồn,1,test,['thằng lợn lồn'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T']",,,5.8028125,10071,,5.8028125
vitosa,vitosa_validation_935.wav,16000,cái mối tình đó á cái mối tình mà địt mẹ mày công sở đó đó là một cái mối tình là gọi là không công khai,1,validation,[],[],,,6.54475,10072,,6.54475
common_voice,cv_2171.wav,16000,Bước chân em rộn rã...,0,validation,[],[],,,3.456,10073,SPEAKER_00082,3.456
vitosa,vitosa_validation_922.wav,16000,hai bên chửi nhau này nọ các thứ đồ anh ba chỉ muốn địt mẹ mày một cái mùa giải là anh ba thi đấu là bằng chính thực lực của địt mẹ mày anh ba thôi đó,1,validation,[],[],,,7.876375,10074,,7.876375
fosd,fosd_11312.wav,16000,phòng triển lãm tranh hoa -N ở đâu,0,train,[],[],,,3.528,10075,SPEAKER_00041,3.528
fosd,fosd_1462.wav,16000,làm ơn cho tôi một cái hamburger thịt và xa lát,0,train,[],[],,,4.944,10076,SPEAKER_01293,4.944
vitosa,vitosa_train_4532.wav,16000,lôi nó ra đánh nó đánh nó vụt địt mẹ mày vụt nát người luôn gãy tay luôn sáng nay địt mẹ mày,1,train,[],[],,,8.773,10077,,8.773
vitosa,vitosa_train_3656.wav,16000,đụ má đánh dậy chết tui rồi mấy ông,1,train,[],[],,,5.378125,10078,,5.378125
vitosa,vitosa_train_1917.wav,16000,tui không biết là một ngày sắp tới hoặc là một ngày xa hay là đụ má tui đéo biết là cái con cặc nào nhưng mà tui hi vọng một ngày nào đó những gì tui nói hiện tại á sẽ,1,train,[],[],,,9.4350625,10079,,9.4350625
vitosa,vitosa_train_7169.wav,16000,má địt mẹ toàn gặp bố phá game không địt mẹ chúng mày,1,train,[],[],,,7.6185625,10080,,7.6185625
retrieval,mp6jA2Zd8Js_15.wav,16000,,0,train,[],[],41.506,48.958,7.452,10081,SPEAKER_00035,7.452
vitosa,vitosa_train_8492.wav,16000,đụ má mày báo hết chuyện này tới chuyện khác rồi mai mốt tôi lấy quần què gì tôi chở bà đi chợ,1,train,[],[],,,5.797,10082,,5.797
vitosa,vitosa_train_8343.wav,16000,thằng đầu buồi cuốn giẻ chẻ làm đôi nết vô tình thì ngàn năm trôi mãi đời con mẹ mày mãi mãi cũng chỉ là cave lồn xe mà nhăn nhúm lúm thúm như lồn mèo múa dẻo như bánh bèo kéo dài đến bảy xăng,1,train,[],[],,,10.0589375,10083,,10.0589375
fosd,fosd_24365.wav,16000,"Hiện kênh đang bị cây cỏ , đất cát , rác chặn đứng dòng chảy .",0,external_non_toxic,[],[],,,7.344,10084,SPEAKER_01861,7.344
vitosa,vitosa_train_8623.wav,16000,thế là thôi mày học hạnh thế nào hả chương mày thế này thế nọ ây da đau đầu vãi lồn thế với cả các bạn nghe câu đấy,1,train,[],[],,,9.9484375,10085,,9.9484375
fosd,fosd_9753.wav,16000,mở tiếng ti vi,0,external_non_toxic,[],[],,,1.656,10086,SPEAKER_04886,1.656
vitosa,vitosa_train_2795.wav,16000,nó ăn nó sướng lồn ở nhà rồi nó hổng có biết được đâu anh nói á là đi uống cà phê với mấy đứa bạn,1,train,[],[],,,5.801625,10087,,5.801625
retrieval,8y3otCkVgrk_72.wav,16000,,0,train,[],[],402.594,414.59,11.996,10088,SPEAKER_00035,11.996
vitosa,vitosa_test_373.wav,16000,là tui phải đeo phone như xem sex vậy đó thiệt là khổ quá đi mà,1,test,['sex'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,5.604375,10089,,5.604375
fosd,fosd_23776.wav,16000,"Trong ngày hôm qua , tôi mới chỉ bán được hai cây .",0,external_non_toxic,[],[],,,3.744,10090,SPEAKER_00825,3.744
common_voice,cv_1904.wav,16000,Nhưng lại đi rất xa,0,validation,[],[],,,2.736,10091,SPEAKER_01488,2.736
fosd,fosd_11986.wav,16000,và giờ anh đã được thỏa mãn,0,external_non_toxic,[],[],,,3.816,10092,SPEAKER_00600,3.816
vitosa,vitosa_train_6936.wav,16000,má binh đánh nhau với phong trụ má chia chia tùm lum hết,1,train,[],[],,,6.1925625,10093,,6.1925625
fosd,fosd_22585.wav,16000,Nhà máy sản xuất của bác ở khu vực nào ah .,0,train,[],[],,,3.816,10094,SPEAKER_00507,3.816
vitosa,vitosa_train_7141.wav,16000,địt mẹ mày thi rồi vẫn còn ngồi đây xem không thể tưởng tượng được lười nhác,1,train,[],[],,,7.2500625,10095,,7.2500625
vitosa,vitosa_train_2274.wav,16000,dỗ ngực mà đụ má nói dề bao mười hai quận chỉ có mày á sủa bậy mới dám nói bao mười hai quận chị dân chị hương dì của mình á,1,train,[],[],,,8.5823125,10096,,8.5823125
vitosa,vitosa_validation_937.wav,16000,đây là con cu giả của degi sugi đó hả bạn cho mình mượn đúng lúc ghê á mình nứng lồn quá à,1,validation,[],[],,,8.4523125,10097,,8.4523125
retrieval,eZzbPdsQtXU_82.wav,16000,,0,train,[],[],1047.682,1056.926,9.244,10098,SPEAKER_00551,9.244
fosd,fosd_603.wav,16000,chín mươi hai chín mươi ba,0,train,[],[],,,2.304,10099,SPEAKER_00323,2.304
retrieval,qXHma6XYctI_165.wav,16000,,0,train,[],[],,,9.788,10100,SPEAKER_01653,9.788
fosd,fosd_16018.wav,16000,"Cậu tiến đến phòng ngủ bố mẹ , gõ cửa nhưng mẹ ngủ rất say .",0,external_non_toxic,[],[],,,5.016,10101,SPEAKER_01288,5.016
fosd,fosd_19814.wav,16000,"Dù có thế nào , tôi vẫn không thêm bớt ý kiến của mình .",0,external_non_toxic,[],[],,,4.224,10102,SPEAKER_03587,4.224
vitosa,vitosa_test_295.wav,16000,khi bị phụ bạc khi không còn thể nắm bắt được nữa.,0,test,[],[],,,7.0,10103,,7.0
vitosa,vitosa_train_5418.wav,16000,bên a bên a ăn cơm đụ má bị chửi như một con chó luôn lấy có miếng thịt thôi đụ má mày cũng chửi,1,train,[],[],,,6.8589375,10104,,6.8589375
vitosa,vitosa_train_2096.wav,16000,thằng huấn huấn hoa hồng ơi nếu như nhá mà địt mẹ tao thua mày nhá thì tao là huấn,1,train,[],[],,,4.237,10105,,4.237
vitosa,vitosa_train_6477.wav,16000,trời ơi đi làm bản tánh công tử mà đụ má đi làm mít một ngày không biết bao nhiêu tiền mà nói mà mít dính mủ dính áo dính tay khó chịu quá hổng làm,1,train,[],[],,,10.189,10106,,10.189
fosd,fosd_21727.wav,16000,"Có nhiều lý do , đó là cung còn quá ít so với cầu .",0,external_non_toxic,[],[],,,5.016,10107,SPEAKER_00253,5.016
retrieval,RlOmT9AueBw_26.wav,16000,,0,train,[],[],,,6.108,10108,SPEAKER_00035,6.108
retrieval,eZzbPdsQtXU_127.wav,16000,,0,train,[],[],1257.666,1269.662,11.996,10109,SPEAKER_00224,11.996
vitosa,vitosa_train_4222.wav,16000,địt mẹ mày bố mày bắc đây anh ơi em phải giải thích như nào nó là em anh anh cũng là anh anh nói anh cho em hả nói một lần thôi mày thích mày gọi người ok mày gọi bố mày xem nào địt con mẹ địt con mẹ thôi thôi thôi,1,train,[],[],,,14.0276875,10110,,14.0276875
fosd,fosd_14248.wav,16000,gặp con cá lóc chẻm sặc phèn lật ngửa họ liền vớt chúng lên để hơi ươn,0,external_non_toxic,[],[],,,6.624,10111,SPEAKER_05385,6.624
vitosa,vitosa_validation_552.wav,16000,dậy đó mẹ mấy thằng chó Tào nào á tao nói mẹ tụi bây mấy con chó nào ờ biết hiểu tiếng Diệt á mẹ bơi hết dô đây nghe hông,1,validation,[],[],,,9.181,10112,,9.181
retrieval,ZL8rrh9cEQk_15.wav,16000,,0,train,[],[],,,10.012,10113,SPEAKER_00035,10.012
common_voice,cv_4.wav,16000,Có điều gì còn khúc mắc hay sao,0,validation,[],[],,,4.176,10114,SPEAKER_03381,4.176
vitosa,vitosa_train_7056.wav,16000,bọn ba que để ý gì anh để ý chứ em rất nhiều người theo ba que nó đi tù đó,1,train,[],[],,,4.964375,10115,,4.964375
common_voice,cv_2663.wav,16000,mà thực sự lúc ấy em sợ,0,train,[],[],,,3.168,10116,SPEAKER_05045,3.168
fosd,fosd_15677.wav,16000,"Trong nhóm thực phẩm , giảm nhiều nhất phải kể đến các loại rau , củ , quả .",0,train,[],[],,,5.904,10117,SPEAKER_00154,5.904
retrieval,hVHuyezjsdg_5.wav,16000,,0,train,[],[],3705.154,3711.902,6.748,10118,SPEAKER_02750,6.748
vitosa,vitosa_test_107.wav,16000,cái đó là đúng nghề thế thì quả thực là khi nói như thế thì mình chẳng có sự lựa chọn gì cả đó là tại vì mình phải qua tất cả mọi nghề cái lời.,0,test,[],[],,,7.0,10119,,7.0
retrieval,eAqR-ptRBkk_54.wav,16000,,0,train,[],[],1209.506,1219.294,9.788,10120,SPEAKER_00013,9.788
retrieval,eAqR-ptRBkk_33.wav,16000,,0,train,[],[],553.57,559.198,5.628,10121,SPEAKER_00013,5.628
fosd,fosd_12935.wav,16000,tôi đã đặt trước tên tôi là Sato,0,external_non_toxic,[],[],,,3.024,10122,SPEAKER_04906,3.024
